KO,Label,Entrez_hsa,Name,EC
K15468,"pksS, CYP107K1",-1,cytochrome P450 family 107 subfamily K polypeptide 1,"NA"
K15469,rhiG,-1,rhizoxin biosynthesis acyltransferase,"NA"
K15470,rhiH,-1,cytochrome P450 monooxygenase,"NA"
K15471,rhiI,-1,O-methyltransferase ,2.1.1.-
K15472,CYP71D55,-1,premnaspirodiene oxygenase ,1.14.14.151
K15473,"sdeA, laiA",-1,effector protein SdeA,"NA"
K15474,enhC,-1,enhanced entry protein EnhC,"NA"
K15475,lpnE,-1,enhanced entry protein LpnE,"NA"
K15476,vipA,-1,VPS inhibitor protein A,"NA"
K15477,vipD,-1,VPS inhibitor protein D,"NA"
K15478,vipE,-1,VPS inhibitor protein E,"NA"
K15479,ralF,-1,guanine nucleotide exchange protein RalF,"NA"
K15480,"sidM, drrA",-1,effector protein DrrA/SidM,"NA"
K15481,lidA,-1,effector protein LidA,"NA"
K15482,sidC,-1,effector protein SidC,"NA"
K15483,sdcA,-1,effector protein SdcA,"NA"
K15484,sidF,-1,inhibitor of growth protein SidF,"NA"
K15485,"BCL2L13, BCL-RAMBO",23786,Bcl-2-like protein 13,"NA"
K15486,legK1,-1,serine/threonine-protein kinase LegK1 ,2.7.1.-
K15487,sdbA,-1,effector protein SdbA,"NA"
K15488,lubX,-1,E3 ubiquitin-protein ligase LubX,"NA"
K15490,lgt1_2_3,-1,glucosyltransferase Lgt1/2/3,"NA"
K15491,sidI,-1,effector protein SidI,"NA"
K15492,"K15492, lepB",-1,effector protein B,"NA"
K15493,CALY,50632,neuron-specific vesicular protein calcyon,"NA"
K15494,"PPP1R1B, DARPP32",84152,protein phosphatase 1 regulatory subunit 1B,"NA"
K15495,wtpA,-1,molybdate/tungstate transport system substrate-binding protein,"NA"
K15496,wtpB,-1,molybdate/tungstate transport system permease protein,"NA"
K15497,wtpC,-1,molybdate/tungstate transport system ATP-binding protein ,7.3.2.5 7.3.2.6
K15498,PPP6C,5537,serine/threonine-protein phosphatase 6 catalytic subunit ,3.1.3.16
K15499,"PPP6R1, SAPS1",22870,serine/threonine-protein phosphatase 6 regulatory subunit 1,"NA"
K15500,"PPP6R2, SAPS2",9701,serine/threonine-protein phosphatase 6 regulatory subunit 2,"NA"
K15501,"PPP6R3, SAPS3",55291,serine/threonine-protein phosphatase 6 regulatory subunit 3,"NA"
K15502,ANKRD28,23243,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,"NA"
K15503,ANKRD44,91526,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,"NA"
K15504,ANKRD52,283373,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,"NA"
K15505,RAD5,-1,DNA repair protein RAD5 ,3.6.4.-
K15506,CYP98A8,-1,cytochrome P450 family 98 subfamily A8 ,1.14.13.-
K15507,"MRM1, PET56",79922,21S rRNA (GM2251-2'-O)-methyltransferase ,2.1.1.-
K15508,MRM2,-1,21S rRNA (uridine2791-2'-O)-methyltransferase ,2.1.1.168
K15509,hpsN,-1,sulfopropanediol 3-dehydrogenase ,1.1.1.308
K15510,fgd1,-1,coenzyme F420-dependent glucose-6-phosphate dehydrogenase ,1.1.98.2
K15511,boxA,-1,"benzoyl-CoA 2,3-epoxidase subunit A ",1.14.13.208
K15512,boxB,-1,"benzoyl-CoA 2,3-epoxidase subunit B ",1.14.13.208
K15513,boxC,-1,benzoyl-CoA-dihydrodiol lyase ,4.1.2.44
K15514,boxD,-1,"3,4-dehydroadipyl-CoA semialdehyde dehydrogenase ",1.2.1.77
K15515,sauS,-1,sulfoacetaldehyde dehydrogenase ,1.2.1.81
K15516,FMR,2332,fragile X mental retardation protein,"NA"
K15516,FMR,8087,fragile X mental retardation protein,"NA"
K15516,FMR,9513,fragile X mental retardation protein,"NA"
K15517,GLYAL,-1,glycine N-phenylacetyltransferase ,2.3.1.192
K15518,dgk,-1,deoxyguanosine kinase ,2.7.1.113
K15519,dck,-1,deoxyadenosine/deoxycytidine kinase ,2.7.1.76 2.7.1.74
K15520,mshD,-1,mycothiol synthase ,2.3.1.189
K15521,mshA,-1,D-inositol-3-phosphate glycosyltransferase ,2.4.1.250
K15522,FN3K,64122,protein-fructosamine 3-kinase ,2.7.1.171
K15523,FN3KRP,79672,protein-ribulosamine 3-kinase ,2.7.1.172
K15524,mngB,-1,mannosylglycerate hydrolase ,3.2.1.170
K15525,mshB,-1,N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase ,3.5.1.103
K15526,mshC,-1,L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase ,6.3.1.13
K15527,K15527,-1,cysteate synthase ,2.5.1.76
K15528,FAAH,2166,fatty acid amide hydrolase ,3.5.1.99
K15529,POA1,-1,ADP-ribose 1''-phosphate phosphatase ,3.1.3.84
K15530,RGAE,-1,rhamnogalacturonan acetylesterase ,3.1.1.86
K15531,rexA,-1,oligosaccharide reducing-end xylanase ,3.2.1.156
K15532,"yteR, yesR",-1,unsaturated rhamnogalacturonyl hydrolase ,3.2.1.172
K15533,K15533,-1,"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase ",2.4.1.211
K15534,K15534,-1,beta-D-galactosyl-(1->4)-L-rhamnose phosphorylase ,2.4.1.247
K15535,PWD,-1,"phosphoglucan, water dikinase ",2.7.9.5
K15536,cybC,-1,soluble cytochrome b562,"NA"
K15537,AGMO,392636,alkylglycerol monooxygenase ,1.14.16.5
K15538,MANEA,79694,"glycoprotein endo-alpha-1,2-mannosidase ",3.2.1.130
K15539,rodZ,-1,cytoskeleton protein RodZ,"NA"
K15540,ecpD,-1,chaperone protein EcpD,"NA"
K15541,MPE1,-1,protein MPE1,"NA"
K15542,PFS2,55339,polyadenylation factor subunit 2,"NA"
K15543,REF2,-1,RNA end formation protein 2,"NA"
K15544,SSU72,29101,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 ,3.1.3.16
K15545,mlc,-1,transcriptional regulator of PTS gene,"NA"
K15546,"boxR, bzdR",-1,"XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator","NA"
K15547,mdtO,-1,multidrug resistance protein MdtO,"NA"
K15548,aaeA,-1,p-hydroxybenzoic acid efflux pump subunit AaeA,"NA"
K15549,mdtN,-1,"membrane fusion protein, multidrug efflux system","NA"
K15550,mdtP,-1,"outer membrane protein, multidrug efflux system","NA"
K15551,tauA,-1,taurine transport system substrate-binding protein,"NA"
K15552,tauC,-1,taurine transport system permease protein,"NA"
K15553,ssuA,-1,sulfonate transport system substrate-binding protein,"NA"
K15554,ssuC,-1,sulfonate transport system permease protein,"NA"
K15555,ssuB,-1,sulfonate transport system ATP-binding protein ,7.6.2.14
K15556,ophF,-1,phthalate transport system substrate-binding protein,"NA"
K15557,ophG,-1,phthalate transport system permease protein,"NA"
K15558,ophH,-1,phthalate transport system ATP-binding protein,"NA"
K15559,RTT103,58490,regulator of Ty1 transposition protein 103,"NA"
K15559,RTT103,55197,regulator of Ty1 transposition protein 103,"NA"
K15560,NRD1,-1,protein NRD1,"NA"
K15561,"NAB3",-1,nuclear polyadenylated RNA-binding protein 3,"NA"
K15562,"BUR1, SGV1",-1,serine/threonine-protein kinase BUR1 ,2.7.11.22 2.7.11.23
K15563,BUR2,-1,protein BUR2,"NA"
K15564,CTK2,-1,CTD kinase subunit beta,"NA"
K15565,CTK3,-1,CTD kinase subunit gamma,"NA"
K15566,trm10,-1,tRNA (adenine9-N1/guanine9-N1)-methyltransferase ,2.1.1.218 2.1.1.221
K15567,nmsB,-1,naphthyl-2-methylsuccinate synthase beta subunit ,4.1.99.-
K15568,nmsC,-1,naphthyl-2-methylsuccinate synthase gamma subunit ,4.1.99.-
K15569,bnsE,-1,naphthyl-2-methylsuccinate CoA transferase subunit ,2.8.3.-
K15570,bnsF,-1,naphthyl-2-methylsuccinate CoA transferase subunit ,2.8.3.-
K15571,bnsG,-1,naphthyl-2-methylsuccinyl-CoA dehydrogenase ,1.3.99.-
K15572,bnsH,-1,naphthyl-2-hydroxymethylsuccinyl-CoA hydratase ,4.2.1.-
K15573,bnsC,-1,naphthyl-2-hydroxymethylsuccinyl-CoA dehydrogenase BnsC subunit ,1.1.-.-
K15574,bnsA,-1,naphthyl-2-oxomethyl-succinyl-CoA thiolase subunit ,2.3.1.-
K15575,bnsB,-1,naphthyl-2-oxomethyl-succinyl-CoA thiolase subunit ,2.3.1.-
K15576,"nrtA, nasF, cynA",-1,nitrate/nitrite transport system substrate-binding protein,"NA"
K15577,"nrtB, nasE, cynB",-1,nitrate/nitrite transport system permease protein,"NA"
K15578,"nrtC, nasD",-1,nitrate/nitrite transport system ATP-binding protein ,7.3.2.4
K15579,"nrtD, cynD",-1,nitrate/nitrite transport system ATP-binding protein,"NA"
K15580,"oppA, mppA",-1,oligopeptide transport system substrate-binding protein,"NA"
K15581,oppB,-1,oligopeptide transport system permease protein,"NA"
K15582,oppC,-1,oligopeptide transport system permease protein,"NA"
K15583,oppD,-1,oligopeptide transport system ATP-binding protein,"NA"
K15584,"nikA, cntA",-1,nickel transport system substrate-binding protein,"NA"
K15585,"nikB, cntB",-1,nickel transport system permease protein,"NA"
K15586,"nikC, cntC",-1,nickel transport system permease protein,"NA"
K15587,"nikD, cntD",-1,nickel transport system ATP-binding protein ,7.2.2.11
K15588,NSD1,64324,[histone H3]-lysine36 N-dimethyltransferase NSD1 ,2.1.1.357
K15589,ARNT2,9915,aryl hydrocarbon receptor nuclear translocator 2,"NA"
K15590,TFEB,7942,transcription factor EB,"NA"
K15591,TFEC,22797,transcription factor EC,"NA"
K15592,ETV4,2118,ets translocation variant 4,"NA"
K15593,ETV5,2119,ets translocation variant 5,"NA"
K15594,"CDK15, PFTK2",65061,cyclin-dependent kinase 15 ,2.7.11.22
K15595,"CDK17, PCTK2",5128,cyclin-dependent kinase 17 ,2.7.11.22
K15596,"CDK18, PCTK3",5129,cyclin-dependent kinase 18 ,2.7.11.22
K15598,thiY,-1,putative hydroxymethylpyrimidine transport system substrate-binding protein,"NA"
K15599,thiX,-1,putative hydroxymethylpyrimidine transport system permease protein,"NA"
K15600,thiZ,-1,putative hydroxymethylpyrimidine transport system ATP-binding protein,"NA"
K15601,KDM3,55818,[histone H3]-dimethyl-L-lysine9 demethylase ,1.14.11.65
K15601,KDM3,51780,[histone H3]-dimethyl-L-lysine9 demethylase ,1.14.11.65
K15602,PROM2,150696,prominin 2,"NA"
K15603,TCF4_12,6925,transcription factor 4/12,"NA"
K15603,TCF4_12,6938,transcription factor 4/12,"NA"
K15604,LYL1,4066,protein lyl-1,"NA"
K15605,KLF3,51274,krueppel-like factor 3,"NA"
K15606,"TLX2, HOX11L1",3196,T-cell leukemia homeobox protein 2,"NA"
K15607,"TLX3, HOX11L2",30012,T-cell leukemia homeobox protein 3,"NA"
K15608,PAX2,5076,paired box protein 2,"NA"
K15609,PBX2,5089,pre-B-cell leukemia transcription factor 2,"NA"
K15610,PBX3,5090,pre-B-cell leukemia transcription factor 3,"NA"
K15611,PBX4,80714,pre-B-cell leukemia transcription factor 4,"NA"
K15612,LMO2,4005,rhombotin-2,"NA"
K15613,MEIS1,4211,homeobox protein Meis1,"NA"
K15614,SIX1,6495,homeobox protein SIX1,"NA"
K15615,SIX4,51804,homeobox protein SIX4,"NA"
K15616,EYA1,2138,eyes absent homolog 1 ,3.1.3.48
K15617,LDB1,8861,LIM domain-binding protein 1,"NA"
K15618,BCL6,604,B-cell lymphoma 6 protein,"NA"
K15619,SPINT1,6692,Kunitz-type protease inhibitor 1,"NA"
K15620,"GOLPH3, GPP34",64083,golgi phosphoprotein 3,"NA"
K15620,"GOLPH3, GPP34",55204,golgi phosphoprotein 3,"NA"
K15621,BAIAP3,8938,BAI1-associated protein 3,"NA"
K15622,MLF1,4291,myeloid leukemia factor 1,"NA"
K15623,"SS18, SSXT, SYT",6760,protein SSXT,"NA"
K15624,SSX1,6756,protein SSX1,"NA"
K15625,SSX2,6757,protein SSX2,"NA"
K15625,SSX2,727837,protein SSX2,"NA"
K15626,"NUPR1, COM1",26471,"nuclear protein, 1","NA"
K15627,"ASPSCR1, ASPL",79058,tether containing UBX domain for GLUT4,"NA"
K15628,PXA,-1,"ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein","NA"
K15629,CYP152A,-1,fatty-acid peroxygenase ,1.11.2.4
K15630,VTC2,390637,GDP-D-glucose phosphorylase ,2.7.7.78
K15631,ABA3,55034,molybdenum cofactor sulfurtransferase ,2.8.1.9
K15632,cfr,-1,23S rRNA (adenine-C8)-methyltransferase ,2.1.1.224
K15633,gpmI,-1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase ",5.4.2.12
K15634,gpmB,-1,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase ",5.4.2.11
K15635,apgM,-1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase ",5.4.2.12
K15636,PGM5,5239,phosphoglucomutase-like protein 5,"NA"
K15637,PGAM5,192111,serine/threonine-protein phosphatase PGAM5 ,3.1.3.16
K15638,"CYP72C1, SOB7",-1,cytochrome P450 family 72 subfamily C1,"NA"
K15639,"CYP734A1, BAS1",-1,PHYB activation tagged suppressor 1 ,1.14.-.-
K15640,"K15640, phoE",-1,uncharacterized phosphatase,"NA"
K15641,mxaF,-1,myxalamid-type polyketide synthase MxaF,"NA"
K15642,mxaD,-1,myxalamid-type polyketide synthase MxaD,"NA"
K15643,mxaB,-1,myxalamid-type polyketide synthase MxaB,"NA"
K15644,cfa6,-1,coronafacic acid polyketide synthase Cfa6,"NA"
K15645,cfa7,-1,coronafacic acid polyketide synthase Cfa7,"NA"
K15646,cmaA,-1,"coronamic acid synthetase CmaA, adenylation and thiolation didomain protein ",6.2.1.46
K15647,cmaE,-1,"coronamic acid synthetase CmaE, aminoacyltransferase ",2.3.2.28
K15648,cmaD,-1,"coronamic acid synthetase CmaD, carrier protein","NA"
K15649,cmaT,-1,"coronamic acid synthetase CmaT, thioesterase component","NA"
K15650,cmaB,-1,"non-haem Fe2+, alpha-ketoglutarate-dependent halogenase","NA"
K15651,cmaC,-1,aminocarboxycyclopropane-forming enzyme,"NA"
K15652,asbF,-1,3-dehydroshikimate dehydratase ,4.2.1.118
K15653,mxcG,-1,nonribosomal peptide synthetase MxcG,"NA"
K15654,"srfAA, lchAA",-1,surfactin family lipopeptide synthetase A,"NA"
K15655,"srfAB, lchAB",-1,surfactin family lipopeptide synthetase B,"NA"
K15656,"srfAC, lchAC",-1,surfactin family lipopeptide synthetase C,"NA"
K15657,"srfATE, srfAD, lchAD",-1,external thioesterase TEII,"NA"
K15658,"ofaA, arfA",-1,arthrofactin-type cyclic lipopeptide synthetase A,"NA"
K15659,"ofaB, arfB",-1,arthrofactin-type cyclic lipopeptide synthetase B,"NA"
K15660,"ofaC, arfC",-1,arthrofactin-type cyclic lipopeptide synthetase C,"NA"
K15661,"ituA, mycA, bmyA",-1,iturin family lipopeptide synthetase A,"NA"
K15662,"ituB, mycB, bmyB",-1,iturin family lipopeptide synthetase B,"NA"
K15663,"ituC, mycC, bmyC",-1,iturin family lipopeptide synthetase C,"NA"
K15664,"ppsA, fenC",-1,plipastatin/fengycin lipopeptide synthetase A,"NA"
K15665,"ppsB, fenD",-1,plipastatin/fengycin lipopeptide synthetase B,"NA"
K15666,"ppsC, fenE",-1,plipastatin/fengycin lipopeptide synthetase C,"NA"
K15667,"ppsD, fenA",-1,plipastatin/fengycin lipopeptide synthetase D,"NA"
K15668,"ppsE, fenB",-1,plipastatin/fengycin lipopeptide synthetase E,"NA"
K15669,hddC,-1,D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase ,2.7.7.71
K15670,rifA,-1,"rifamycin polyketide synthase modules 1, 2 and 3 ",6.2.1.74
K15671,rifB,-1,"rifamycin polyketide synthase modules 4, 5 and 6","NA"
K15672,rifC_D,-1,rifamycin polyketide synthase modules 7 and 8,"NA"
K15673,rifE,-1,rifamycin polyketide synthase modules 9 and 10,"NA"
K15674,rhiA,-1,"rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiA","NA"
K15675,rhiB,-1,"rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiB","NA"
K15676,rhiC,-1,"rhizoxin biosynthesis, polyketide synthase RhiC","NA"
K15677,rhiD,-1,"rhizoxin biosynthesis, polyketide synthase RhiD","NA"
K15678,rhiE,-1,"rhizoxin biosynthesis, polyketide synthase RhiE","NA"
K15679,rhiF,-1,"rhizoxin biosynthesis, polyketide synthase RhiF","NA"
K15680,HSD11B1,3290,corticosteroid 11-beta-dehydrogenase isozyme 1 ,1.1.1.146
K15680,HSD11B1,374875,corticosteroid 11-beta-dehydrogenase isozyme 1 ,1.1.1.146
K15681,mxcL,-1,aminotransferase MxcL,"NA"
K15682,"PDZRN3_4, LNX3_4",23024,ligand of Numb protein X 3/4 ,2.3.2.27
K15682,"PDZRN3_4, LNX3_4",29951,ligand of Numb protein X 3/4 ,2.3.2.27
K15683,"NFXL1, OZFP",152518,NF-X1-type zinc finger protein NFXL1,"NA"
K15684,BFAR,51283,bifunctional apoptosis regulator,"NA"
K15685,CBLL1,79872,E3 ubiquitin-protein ligase Hakai ,2.3.2.27
K15686,"MEX3, RKHD",399664,RNA-binding protein MEX3 ,2.3.2.27
K15686,"MEX3, RKHD",51320,RNA-binding protein MEX3 ,2.3.2.27
K15686,"MEX3, RKHD",84206,RNA-binding protein MEX3 ,2.3.2.27
K15686,"MEX3, RKHD",92312,RNA-binding protein MEX3 ,2.3.2.27
K15687,MKRN,23608,E3 ubiquitin-protein ligase makorin ,2.3.2.27
K15687,MKRN,23609,E3 ubiquitin-protein ligase makorin ,2.3.2.27
K15687,MKRN,7681,E3 ubiquitin-protein ligase makorin ,2.3.2.27
K15688,MUL1,79594,E3 ubiquitin-protein ligase MUL1 ,2.3.2.27
K15689,"NEURL3, LINCR",93082,E3 ubiquitin-protein ligase NEURL3 ,2.3.2.27
K15690,RC3H,149041,RING finger and CCCH-type zinc finger domain-containing protein,"NA"
K15690,RC3H,54542,RING finger and CCCH-type zinc finger domain-containing protein,"NA"
K15691,RFWD3,55159,E3 ubiquitin-protein ligase RFWD3 ,2.3.2.27
K15692,"RNF13, RZF",11342,E3 ubiquitin-protein ligase RNF13 ,2.3.2.27
K15693,RNF26,79102,E3 ubiquitin-protein ligase RNF26 ,2.3.2.27
K15694,RNF43,54894,E3 ubiquitin-protein ligase RNF43 ,2.3.2.27
K15695,"RNF103, KF1",7844,E3 ubiquitin-protein ligase RNF103 ,2.3.2.27
K15696,RNF113B,140432,RING finger protein 113B,"NA"
K15697,RNF114,55905,E3 ubiquitin-protein ligase RNF114 ,2.3.2.27
K15698,RNF121_175,55298,RING finger protein 121/175,"NA"
K15698,RNF121_175,285533,RING finger protein 121/175,"NA"
K15699,RNF122,79845,RING finger protein 122,"NA"
K15700,RNF146,81847,E3 ubiquitin-protein ligase RNF146 ,2.3.2.27
K15701,"RNF130, GOLIATH",55819,E3 ubiquitin-protein ligase RNF130 ,2.3.2.27
K15702,RNF133,168433,E3 ubiquitin-protein ligase RNF133 ,2.3.2.27
K15703,"RNF139, TRC8",11236,E3 ubiquitin-protein ligase RNF139 ,2.3.2.27
K15704,RNF149,284996,E3 ubiquitin-protein ligase RNF149 ,2.3.2.27
K15705,RNF152,220441,E3 ubiquitin-protein ligase RNF152 ,2.3.2.27
K15706,RNF167,26001,E3 ubiquitin-protein ligase RNF167 ,2.3.2.27
K15707,RNF170,81790,E3 ubiquitin-protein ligase RNF170 ,2.3.2.27
K15708,RNF180,285671,E3 ubiquitin-protein ligase RNF180 ,2.3.2.27
K15709,RNF187,149603,E3 ubiquitin-protein ligase RNF187 ,2.3.2.27
K15710,SHPRH,257218,E3 ubiquitin-protein ligase SHPRH ,3.6.4.- 2.3.2.27
K15711,"SMARCA3, HLTF",6596,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3 ,3.6.4.- 2.3.2.27
K15712,TTC3,7267,E3 ubiquitin-protein ligase TTC3 ,2.3.2.27
K15713,"UHRF2, NIRF",115426,E3 ubiquitin-protein ligase UHRF2 ,2.3.2.27
K15714,ZNF645,158506,E3 ubiquitin-protein ligase ZNF645 ,2.3.2.27
K15715,ZNRF4,148066,E3 ubiquitin-protein ligase ZNRF4 ,2.3.2.27
K15716,ZSWIM2,151112,E3 ubiquitin-protein ligase ZSWIM2 ,2.3.2.27
K15717,"PRXL2B, FAM213B",127281,prostamide/prostaglandin F2alpha synthase ,1.11.1.20
K15718,LOX1_5,-1,linoleate 9S-lipoxygenase ,1.13.11.58
K15719,"NCOAT, MGEA5",10724,protein O-GlcNAcase / histone acetyltransferase ,3.2.1.169 2.3.1.48
K15720,N4BP2,55728,NEDD4-binding protein 2 ,3.-.-.-
K15721,fyuA,-1,pesticin/yersiniabactin receptor,"NA"
K15722,cedA,-1,cell division activator,"NA"
K15723,syd,-1,SecY interacting protein Syd,"NA"
K15724,erpA,-1,iron-sulfur cluster insertion protein,"NA"
K15725,"czcC, cusC, cnrC",-1,"outer membrane protein, heavy metal efflux system","NA"
K15726,"czcA, cusA, cnrA",-1,heavy metal efflux system protein,"NA"
K15727,"czcB, cusB, cnrB",-1,"membrane fusion protein, heavy metal efflux system","NA"
K15728,LPIN,23175,phosphatidate phosphatase LPIN ,3.1.3.4
K15728,LPIN,64900,phosphatidate phosphatase LPIN ,3.1.3.4
K15728,LPIN,9663,phosphatidate phosphatase LPIN ,3.1.3.4
K15729,PTGES,9536,microsomal prostaglandin-E synthase 1 ,5.3.99.3
K15730,PTGES3,10728,cytosolic prostaglandin-E synthase ,5.3.99.3
K15731,CTDSP,10106,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase ,3.1.3.16
K15731,CTDSP,10217,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase ,3.1.3.16
K15731,CTDSP,58190,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase ,3.1.3.16
K15732,"CTDP1, FCP1",9150,RNA polymerase II subunit A C-terminal domain phosphatase ,3.1.3.16
K15733,E1.11.1.19,-1,dye decolorizing peroxidase ,1.11.1.19
K15734,SDR16C5,195814,all-trans-retinol dehydrogenase (NAD+) ,1.1.1.105
K15735,csiR,-1,"GntR family transcriptional regulator, carbon starvation induced regulator","NA"
K15736,lhgO,-1,(S)-2-hydroxyglutarate dehydrogenase ,1.1.5.13
K15737,csiD,-1,glutarate dioxygenase ,1.14.11.64
K15738,uup,-1,ABC transport system ATP-binding/permease protein,"NA"
K15739,"vanB, vanA, vanD",-1,D-alanine---(R)-lactate ligase ,6.1.2.1
K15740,mptN,-1,tetrahydromethanopterin:alpha-L-glutamate ligase ,6.3.2.33
K15741,"MAM1, IMS3",-1,methylthioalkylmalate synthase 1 ,2.3.3.17
K15742,"MAM3, IMS2",-1,methylthioalkylmalate synthase 3 ,2.3.3.17
K15743,CES3_5,221223,carboxylesterase 3/5 ,3.1.1.1
K15743,CES3_5,23491,carboxylesterase 3/5 ,3.1.1.1
K15744,Z-ISO,-1,zeta-carotene isomerase ,5.2.1.12
K15745,AL1,-1,"phytoene desaturase (3,4-didehydrolycopene-forming) ",1.3.99.30
K15746,crtZ,-1,beta-carotene 3-hydroxylase ,1.14.15.24
K15747,"LUT5, CYP97A3",-1,beta-ring hydroxylase ,1.14.-.-
K15748,BG1,-1,beta-D-glucopyranosyl abscisate beta-glucosidase ,3.2.1.175
K15749,dbfB,-1,"2,2',3-trihydroxybiphenyl dioxygenase ",1.13.11.-
K15750,"bphAb, bphA2, bphE",-1,"biphenyl 2,3-dioxygenase subunit beta ",1.14.12.18
K15751,carAa,-1,"carbazole 1,9a-dioxygenase ",1.14.12.22
K15752,carAc,-1,"carbazole 1,9a-dioxygenase ferredoxin component","NA"
K15753,carAd,-1,"carbazole 1,9a-dioxygenase ferredoxin reductase component","NA"
K15754,carBa,-1,"2'-aminobiphenyl-2,3-diol 1,2-dioxygenase, small subunit ",1.13.11.-
K15755,carBb,-1,"2'-aminobiphenyl-2,3-diol 1,2-dioxygenase, large subunit ",1.13.11.-
K15756,carC,-1,"2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate hydrolase ",3.7.1.13
K15757,xylM,-1,toluene methyl-monooxygenase ,1.14.15.26
K15758,xylA,-1,toluene methyl-monooxygenase electron transfer component ,1.18.1.3
